texto,vowel_density
"A Nescafé fez uma promoção de Natal onde na compra de uma cafeteria mini o cliente levaria R$150,00 em cápsulas só que poderia se cadastrar na promoção até o dia 31/12/2017 só que a entrega demora e eu acabei perdendo a promoção, as Americanas deveria buscar junto a Nescafé aceitar o cadastro pela compra do produto dentro do mês e não pela data de cadastro, por isso estou devolvendo minha cafeteira, propaganda enganosa",0.48484848484848486
Muito criativo e bacana quando a 2 temp tiver mais barata eu quero!!!,0.5283018867924528
"Estou com o aparelho há poucos dias e não tenho uma opinião formada ainda, sobre ele. Até o  momento ele tem atendido as minhas expectativas.",0.5132743362831859
"A pipoqueira estoura muito bem as pipocas, que ficam bem sequinhas e deliciosas.",0.5151515151515151
Produto cumpre muito bem o que promete. Recomendo.,0.4634146341463415
"Chaleira otima e Util , super pratica.Comprei esta para presente , pois tenho uma chaleira e uso diariamente.Parabens pela rapidez das lojas americanas na entrega do produto",0.4755244755244755
Meu marido adorou! Pode usar durante o banho. Ótima opção de presente. Super recomendo.,0.5
Muito rápida a entrega é excelente produto Adorei esse site,0.52
"Até pensei em comprar por achar o valor justo pro produto, mas 14 reais de frete nao cabe no meu orçamento",0.4578313253012048
Esse celular foi um presente para minha mãe. Ele é fácil e prático para o uso.,0.5081967213114754
"SUPER INDICO ESTE FOGÃO,ESTOU COMPLETAMENTE SATISFEITA.",0.4791666666666667
"Produto entregue dentro do prazo , e de ótima qualidade ...",0.4888888888888889
Excelente produto pra recarregar isqueiros....Funciona muito bem. demora um pouco a chegar mas dentro da data prevista,0.4536082474226804
"Agiliza na limpeza do ambiente, produto de boa qualidade. A loja entrega rapidinho. :D",0.4927536231884058
"Ótimo produto, entrega rápida. Uma pena que o produto ficou mais barato logo após a minha compra. Recomendo.",0.4942528735632184
gostaria de saber quantos chip neste celular pois nao diz quantochip sao,0.4426229508196721
Bom produto e bonito. Mas as vezes trava. E fica difícil de voltar as funções. Tem dificuldade de conexão com a internet. A bateria carrega rápido e dura bem.,0.464
"Amei essa politriz agora meu carro brilha. Ótimo produto, parabéns.",0.4727272727272727
Produto entregue no prazo e conforme anunciado. A acfeteira é ótima para fazer tanto uma quantidade pequena como grande de café e servir a família inteira.,0.5078125
"recebi o produto e ele não está funcionando, mas a empresa que vendeu (JP CELL) deu um retorno surpreendente rápido se dispondo a trocar ou devolver o dinheiro. Estou optando por receber outro produto novamente",0.47093023255813954
Estou aguardando as tratativas da Americanas sobre o atraso e o defeito do produto.,0.5072463768115942
Eu comprei este mouse na metade de Dezembro e até hoje eles nem se quer enviaram....,0.5076923076923077
"O celular não dura a bateria, passa horas carregando e quando você vai usar ele esta descarregado.",0.4875
"Produto de excelente qualidade, entrega dentro do prazo informado.",0.44642857142857145
Entrega excelente bem antes do prazo . Produto chegou íntegro. Eu recomendo o produto e a loja .,0.47368421052631576
"Produto péssimo, frágil igual vidro, solta no meio toda hora, nao recomendaria.",0.484375
"Pedido Efetuado dia 23/12/2017, Pagamento autorizado dia 27/12/2017 Nota fiscal emitida dia 27/12/2017 Produto entregue dia 02 ao meio-dia, ou seja atendimento excelente e rapida entrega do produto em perfeitas condições,parabéns as lojas americanas.",0.5111111111111111
Excelente produto chegou em ótimas condições gostamos muito,0.46153846153846156
Só falta uma fixação melhor porque a cola e fraca não aguenta o peso das escova..,0.515625
"o produto é de muita qualidade, e funciona muito bem",0.5476190476190477
"O produto é muito bonito, mas achei fraco demais!!! Não venta nada",0.5098039215686274
"O aparelho alem de lindo é muito bom, sem travamentos, a câmera é ótima! Amei!",0.5
Combina com o ambiente e as 3 velocidades atendem as necessidades,0.46296296296296297
"O produto veio faltando peças, tipo os cabides, as roupas e o varal.",0.49056603773584906
"Entrega super rápida. Ainda estou lendo o livro, mas gostei da linguagem simples do livro, onde o Dr Alfredo deixa claro a diferença entre o metabolismo de cada um tem.",0.45925925925925926
"Bom produto, a durabilidade da carga poderia ser maior mas a princípio atende minhas necessidades.",0.4634146341463415
Eu gostei muito no meu produto Ele  é muito ótimo só demorou um pouco pra chega,0.5555555555555556
"produto de qualidade excelente, deixa o cabelo super macio e muito cheiroso, recomento a todos",0.5128205128205128
Chegou no prazo certo..........................................,0.4444444444444444
Não há como avaliar pois não recebi a mercadoria. Pedi reembolso na forma de crédito e também não recebi.,0.5058823529411764
"Gostei muito do produto, poderia nesse produto também ter a função de tocar e gravar CD, apesar de esta obsoleto, seria muito bom para que tem CD's antigos poder ouvir ou gravalo em pendrive.",0.46405228758169936
Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !,0.4895833333333333
"Produto bom, preço bom a entrega feita pela terceirizada do produto deixa a desejar.",0.4782608695652174
Produto falso deu para minhas sobrinhas e passei vergonha. Comprei na americanas pq e um site confiável. Exigo meu dinheiro de volta,0.45871559633027525
"O material é razoável e as instruções de montagem não são claras. Não contém peças para adaptar tv de 32 da Samsung, conjunto muito ruim. Talvez funcione em outros tamanhos e marcas.",0.4482758620689655
Correspondeu as expectativas inclusive com a possibilidade de ser utilizado como monitor...gostei,0.4578313253012048
Na imagem tava azul Na descrição azul  Mas chego para mim um preto,0.4528301886792453
Adoramos o produto. Qualidade e eficiência excelentes! Ótima relação custo benefício.,0.5138888888888888
Entrega pontual. Produto atendeu às expectativas. Compra sem nenhuma intercorrência. Tudo certo.,0.41975308641975306
"Não sei como é o produto , não faço ideia pois tem um mês que comprei e ate agora não chegou e não consigo cancelar. Não indico p ninguém...",0.5233644859813084
o produto não tenho o que fala mais prazo de entregar horroroso muito tempo para entregar um simples produto desse não a conselho a ninguém a compra na lojas americanas ...  loja um lixo na moral esperava mais de vocês  ... !!!!   COMPREI O ESSE PRODUTO EM DEZEMBRO PRAZO DE ENTREGAR 13/02/18 ISSO POR QUE E UM MICROFONE IMAGINEM SE FOSSE UMA GELADEIRA ... 1 ANO DE ENTREGAR ..... LOJA E UMA PORCARIA  .... !!!   ESSSE PRODUTO AINDA NEM CHEGOU NA MINHA CASA FAÇO ESSSA AVALIAÇAO POR CAUSA DE UM AMIGO QUE TEM ESSE PRODUTO DE OUTRA LOJA SE TIVESSE COMPRADO NESSA AINDA NÃO TINHA CHEGO .... CLIENTE FURIOSO .!,0.4745011086474501
Produto bem embalado e entrega rápida. Atendimento maravilhoso!!!,0.46296296296296297
Faz pão maravilhosos e bolo também muito eficiente amei!!,0.5106382978723404
"Gostei muito do sofá. Confortável e espaçoso, do jeito que eu queria. Atendeu minhas expectativas.",0.5125
"Ótimo produto, lindo! Minha filha ficou muito feliz! Recomendo.",0.47058823529411764
"O produto é ótimo, de excelente qualidade, bate tudo mesmo!!!",0.5106382978723404
"Gostei muito, ficou lindo e é de ótima qualidade! Entrega dentro do prazo",0.5084745762711864
"O custo benefício do Samsung A7 2017 é excelente, muito bonito, com ótimo desempenho e com as duas câmaras de muita qualidade, o processador é outro ponto positivo, o aparelho não trava e tem uma resposta bem rápida.",0.48520710059171596
Controle não é original vcs mim enganaram Eu gostaria que vcs mandasse o controle original,0.4473684210526316
"Ótimo produto, as crianças adoraram, fácil de montar e com peças confiáveis.",0.45161290322580644
"Atendeu minhas expectativas. Aparelho bonito,funcional. Unica reclamaçao é q  demora demais p carregar. Americanas como sempre perfeita na entrega.",0.4634146341463415
"Já conhecia o produto e marca, e mais uma vez gostei.",0.5121951219512195
Excelente mesmo! O custo benefício ótimo. Recomendo.,0.4883720930232558
"Comprei e adorei eu recomendo. Comprei pelo sait da loja e é super seguro, a entrega chegou até antes do prazo estipulado",0.5102040816326531
"superou minhas expectativas,meu cabelo e de 70 cm fiquei com medo de não cachear,por   causa do tamanho,mas pegou todo o cabelo e fez cachos perfeitos,minha irma enlouqueceu, logo  fez  no dela e amou também, e já comprou o seu,esta ansiosa aguardando chegar,os cachos durão muito ameiiiiiiiiii.",0.5191489361702127
"Pior garrafa que já comprei, não mantem quente. Muito mais cara que as comuns e não cumpre o que promete.",0.4939759036144578
"ótimo produto, lindo design. Adoramos. agora vamos ver a durabilidade.",0.47368421052631576
"Produto com durabilidade menor, em termos de tempo de uso.",0.44680851063829785
"O Smartphone Moto G 5S Dual Chip Android 7.0 Tela 5.2"" Snapdradon 32GB 4G Wi-Fi Câmera 16MP - Prata é muito bom, indico a todos..",0.39080459770114945
Além da entrega antes do prazo estabelecido o produto é de excelente qualidade.,0.48484848484848486
"Atendeu à todas as expectativas. Um dos melhores celulares intermediários. Android Puro muito mais fácil e confiável de se usar. Câmeras excelentes. Bateria carrega muito rápido, o que ajuda muito quando se está com pressa e com pouca carga. O espaço interno de 32GB te despreocupa totalmente, quase que não conecto ele no computador pra descarregar arquivos. Recomendo!",0.47019867549668876
Em relação ao produto muito bom.porem insatisfeita com americanas.pois me disponibilizou um vale e nao pude utilizar e ainda por cima esta cancelado e ninguem me atende nos telefones ficam me jogando de um lado para o outro igual ping pong..ja solicitei devolução do dinheiro no meu cartao. Pois não quero vale..quero meu dinheiro e nunca mais compro nada na americanas.com e irei mandar nota para todos os jornais formalizando o tamanho do descaso da mesma para cliente,0.4935064935064935
"Olao tapete e muito inferiorele e muito fino ,solta pelos,escorega muito leve muito fino,mas no site ele parecia ser bem melhor o preço foi muito caro por ter essa qualidade.",0.5177304964539007
"Leitura interessante, agradável e curiosa onde o destino de todo o Império Final está envolto nas brumas, e apenas uma força sobrenatural será capaz de desvendar os mistérios que assolam seus habitantes.",0.46745562130177515
"quanto ao produto em si atende a necessidade, com o porém de ser tamanho único,  e ficou um pouco menor do que o necessário no calçado, poderia ir até uma numeração maior",0.5259259259259259
"Ilumina bem é grande, tem fio terra, só não vem com manual de instalação, mais foi fácil",0.4782608695652174
Muito bom o produto mas o preço um pouco fora de padrão,0.5
O jogo é bom más pelo preço tão caro não mudou muita coisa.pro os jogos anteriores do FIFA muda mas é.so os elencos e uniformes o resto é igual a todos os outros,0.5118110236220472
"Estou poucos dias utilizando a impressora, menos que 50 (cinquenta) cópias e a tinta esta acabando. a cor vermelha não esta nítida.",0.49514563106796117
"Pra quem procura uma bicicleta aro 24, essa é a melhor opção do mercado. Recomendo!",0.484375
Não recebi esse produto!! não consegui falar com as lojas americanas..nem fornecedor do produto!! espero que eles entre em contato comigo!!,0.46846846846846846
Adorei super recomendo chegou antes do prazo. Lindo relógio obrigado,0.4827586206896552
Melhorar a câmera e pelo custo benefício me atende bem.,0.4666666666666667
Infelizmente o aparelho com aproximadamente 15 dias apagou e não liga por nada!  Coloquei o para carregar e  qndo fui ligar não ligava. Espero que tenha sido uma ocorrência pontual; já entrei em contato com as Americanas para solicitar a substituição estou aguardando o retorno.,0.49557522123893805
vale o custo beneficio. entrega dentro do prazo...recomendo a quen interessar possa,0.45588235294117646
"Ele não tem cheiro, esta com problema a valvula e não sai o perfume, se sai espira bem pouco. Quero  devolver ele e meu dinheiro de volta. Ja solicitei a devolução e ele ja foi coletado pelo  Dutra, pegou a nota fiscal e o produto, embalado em uma caixa, no dia 29/12.",0.5297029702970297
atende perfeitamente aos meus interesses. chegou antes do previsto.,0.45614035087719296
"No momento não posso dar grandes avaliações, pois ainda não montei. Mais só de ter chegado certinho, já quanta muito.",0.4787234042553192
"Produto ótimo, cumpre muito bem todas funções. A entrega foi realizada dentro do prazo.",0.4647887323943662
Produto entregue em perfeito estado e antes do prazo combinado,0.4716981132075472
"Poderia ser excelente se o cano fosse um pouco mais longo e a luva maior e mais grossa. Consegui um resultado melhor usando a taboa e não o cabide, pois ele é solto e não tem apoio, então precisamos apoiar com a mão e o vapor é muito quente. Nesse caso a luva é ineficiente.",0.5348837209302325
produto muito bom.chegou em dia com todas documentaçao,0.4782608695652174
"Excelente preço, excelente atendimento, entrega rápida. Perfeito. Embalagem perfeita, produto de ótima qualidade. O preço muito bom. Excelente serviço.",0.472
Morra a mãe de quem colocou esse preço... Fdc! Excelente compra pra quem ganhou na mega da virada...,0.4605263157894737
Cadeira simples e boa. Não indicaria para uma pessoa acima de 95 quilos. Fora isso tudo certo.,0.5205479452054794
"Aparelho de ótima qualidade e sem defeitos, entrega com pontualidade e qualidade !",0.5147058823529411
"Quando se trata de custo benefício, com certeza não existe uma melhor opção disponível no mercado!",0.4691358024691358
"Além da demora na entrega o produto deu defeito na primeira vez que usei.liguei na cental de atendimento mas como era domingo não atenderam e no outro dia era feriado e também não atenderam cobsegui ligar na terca feira então não foi feita a troca do produto por ter passado os sete dias. Portanto vou ficar no prejuízo, parabéns americanas pelo péssimo atendimento aos seus clientes nesse site eu não compro mais !!",0.49557522123893805
Só é caro...de resto...MARAVILHOSO  Super recomendo,0.46153846153846156
"leve, pratico...bom custo beneficio..recomendo a compra, para quem quer um ferro leve e básico.",0.47297297297297297
"O brinquedo é divertido, fácil de montar e meu filho adorou. Precisa de uma pilha C.",0.48484848484848486
"Produto excelente, ótimo acabamento e conteúdo.  O que deixou a desejar foi a entrega, o livro chegou com algumas danificações o que incomodou bastante a satisfação nesse quesito.",0.5170068027210885
chegou depois do prazo de entrega e ainda não veio a Dlc. estou Bravo com essa Games4,0.4925373134328358
Guarda roupa com design muito bonito. parece pequeno porém cabe bastante coisa sabendo organizar direitinho.,0.4782608695652174
Celular ótimo  câmera Boa design bonito eu recomendo,0.4772727272727273
recomendo o produto e a facilidade de aquisição. 100% seguro e rápido,0.5471698113207547
"Pra mim que tenho problemas na coluna é ótimo, pois não preciso ficar abaixando pra torcer e nem fazendo esforço com a vassoura pra passar o pano. Com o mop, limpar a casa se tornou uma tarefa mais rápida e menos cansativa. Gostei muito e a entrega também foi muito rápida, chegou antes do previsto. Amei.",0.4773662551440329
O jato dele é muito fraco e o ponto ruim é que usa pilhas,0.5454545454545454
"Produto ok, fez o que tem que ser feito e chegou no prazo.",0.5
"Perfeito, sempre quis ter uma e adorei muito! Indicado para todos, não irão se arrepender.",0.5138888888888888
NÃO RECEBI A NOTA FISCAL DO PRODUTO E VEIO COM DEFEITO.,0.5227272727272727
"o produto foi entregue antes do prazo bem embalado e ñ tive nem um problema com a estrutura do produto, ñ precisei contratar montador  e de facil montagem e só presta atenção,goste muito da experiencia da compra e principalmente do produto expectativas alcançadas..compraria novamente.",0.4449152542372881
"Quero devolver o produto as cadeiras são muito duras. Na descrição no site não constava que era infantil, comprei por engano, preciso devolver. Sempre comprei nas lojas americanas e pela primeira vez fiquei muito insatisfeita. Agradeço sua atenção  Marli",0.48095238095238096
"Material reforçado, fácil de montar, confortável e a vibração que a princípio achei fraca, é excelente para bebê recém nascido deixando-o tranquilo.",0.4672131147540984
"Bom ventilador, bem acabado, silencioso e de fácil montagem. Não recomendo para locais com o pé direito muito alto.",0.4838709677419355
RECOMENDO FORTE  E N E BARULHENTO COMO FALARAM... GOSTEI,0.45454545454545453
Produto com qualidade de imagem ruim.  As imagens são pixelizadas e com fraca nitidez. Qualidade de vídeo e áudio mediana pra mal.  A função wifi nao funciona bem.  Não recomendo.,0.5070422535211268
Produto entregue antes do prazo estipulado. Veio embalado com capricho para evitar quaisquer danos. Estou contente com o equipamento e feliz com o atendimento.,0.48120300751879697
O produto é extremamente compacto (pequeno). Estou usando com meu Xbox One X e funciona perfeitamente.,0.4819277108433735
"Excelente compra, preço bom e de ótima qualidade! Atendimento da loja Lcg Eletro nota 10, recomendo!",0.45569620253164556
"Muito bom cumpriu o prometido, parabéns, eu indico para todos amigos e familiares.",0.4925373134328358
"Comprei o produto para facilitar meu dia-a-dia porém  não foi o que eu esperava, o cabo é muito curto e a parte superior do cabo que é um encaixe de plástico  solta ""sempre"" ele se desencaixa todas as vezes terei que improvisar com cola e completar o cabo com algum pedaço de cabo de madeira e rezar pra dar certo.",0.5020242914979757
"excelente produto, já estava desistindo do aspirador e procurei no site e arrisquei a compra e deu certo, funcionou perfeitamente estou muito satisfeito.",0.5
"Maravilhosa!!! Estamos curtindo muito, super Grande",0.42857142857142855
"Eu gosto muito das roupas da Lupo, com esse short não foi diferente.  Qualidade muito boa. Recomendo!",0.5
"um aparelho belíssimo, a Câmara não tem nem o que fala ela é perfeito ! o processado muito rápido, a tela show .. agora muito cuidado com o aparelho vcs tem que protege a frente é atrás.",0.4930555555555556
"Não gostei do produto, comprei pro meu esposo, e não usou uma semana e ja soltou toda a costura na lateral. não compensa.",0.5157894736842106
"excelente custo benefício.entrega antes do prazo, desing contemporâneo, eficiência na tecnologia, excelente funcionamento",0.44761904761904764
Como compro um produto em que o frete sai 4x mais caro q o mesmo?,0.46938775510204084
"Leve, eficaz, competente! Muitas palavras podem dizer menos! Este ferro não precisa que se diga mais que sua qualidade de ser um bom ferro de passar roupas!",0.464
superou minhas expectativas e é um note gamer que tem um preço muito acessível. chega a rodar ate PUBG.,0.46987951807228917
"Adorei o liquidificador, muito potente e prático! Parece bem forte, além de bonito !",0.5074626865671642
Deu defeito no primeiro dia e até hj não foi trocado quase dois meses esperando,0.5230769230769231
"Produto excelente,  entrega rápida e segura. Com certeza recomendo!",0.45454545454545453
"Minha neta adorou  o brinquedo, é mugo interessante",0.5
"Fiz a compra da bateria ,porem no titulo dizendo ser original.,pois a bateria chegou sem o selo e sem nota fiscal .nao recomendo.pois a propaganda é enganosa e ja fiz varias reclamações exigindo a nota fiscal e nao tenho resposta nem das lojas americanas e nem da parceira na qual foi entregue a bateria",0.4857142857142857
"Melhor custo benefício, além de ser super moderna e discreta,  tem um cabo enorme.",0.4461538461538462
"Produto muito bom para organização, de excelente qualidade",0.5
Produto muito bom e com boas variedades de sabores.,0.47619047619047616
"Excelente produto, recomendo pelo fato que pelo menos funciona.",0.4716981132075472
Pelo preço que paguei não tenho o que reclamar muito bom,0.5217391304347826
"Excelente copo,se você ganhou na mega da virada e uma pechincha..",0.46153846153846156
"Produto ótimo, chegou no prazo e em perfeitas condições  Recomendo",0.4727272727272727
O produto simplesmente não ligou e ainda veio com uma manchinha de ferrugem dentro.,0.463768115942029
"Tenho uma e comprei outra para presente, fritadeira muito boa",0.5098039215686274
Só não 10 pro celular pq a camera frontal deixa a desejar um pouco.  Mas é um celular bom e a entrega de vcs mto rápida recebi com uma semana do prazo. Parabéns.,0.45528455284552843
Produto conforme anunciado. Chegou no prazo. Gostei muito.,0.4791666666666667
Excelente. Quero continuar comprando produtos com vocês,0.3958333333333333
Muito pratica. Uma pena que uma das xícaras veio um pouco quebrada,0.5370370370370371
"Eu não posso recomendar algo que não recebi... Passou o prazo de entrega, entrei em contato e prontamente me responderam com duas opções mas apesar das tentativas tive que cancelar o pedido por falta de produto em estoque. Estou aguardando o reembolso do valor. Mas já efetuei muitas compras que deram tudo certo pela americanas, so tive problemas com essa mesmo...",0.46779661016949153
Prós: Marca renomada/possível boa durabilidade. Contras: processador lento/ aparelho pesado/ bateria dura pouco/ não vem com Office,0.4537037037037037
Minha neta adorou a boneca.Manual de instruções muito bem explicado!Era tudo que minha neta queria!Produto de boa qualidade!,0.5145631067961165
"Produto maravilhoso!!!! Os canais que já são em HD a imagem é show! E assistir Netflix ,então..Show!!! E as Americanas como sempre demais..Produto chegou antes da data!",0.4609375
"Material de excelente qualidade, a personalização dá todo.um charme que valoriza a peça, recomendo.",0.5
"Papel de parede bonito, e de qualidade, destaca a parede",0.5111111111111111
Não foi informado no site que para jogar teria que ter uma um conta xbox live GOLD e um disco rígido,0.4875
Vendido como ORIGINAL e NÃO é! Também veio com uma travinha quebrada.  Já fiz o relato diretamente na Loja Americanas e estou aguardando um retorno.,0.5
"Custo benefício excelente. Entrega super rápida, mesmo sendo simples.",0.43103448275862066
"ventilador com menos de 1 ano de uso, usado pouquissimas vezes, o motor queimou sem nenhuma razão aparente e nem compensa o trabalho de levar para consertar ou reclamar.",0.4744525547445255
"Gostei do produto ,tanto pela qualidade do som quanto pelo design",0.46296296296296297
"Amei o produto!  Armário lindo e muito espaçoso, recomendo.",0.5319148936170213
"Comprei pelo site da americanas, não tive nenhum problema. A entrega veio antes do prazo,  o produto é excelente, comprei com um pouco de receio, pois vi em uma loja e parecia bem fraquinho, mas mesmo assim comprei e ameiiii super recomendo!!!! Ótimo custo-benefício.",0.4976303317535545
"Foi ótimo comprar de vcs, produto entregue no prazo e em minha residência, meu carro está lindoooo",0.4625
"E não vem montado, portanto, se você é amador, vai tentar montar e fica uma porcaria, pois as madeiras são frágeis, estrutura rustica, e manual de instalação mal feito.",0.48120300751879697
a primeira mochila veio com zíper quebrado  mas a troca foi feita rapidamente.,0.5
"Discreto, leve, bem acabado e de ótimo custo benefício.. Configurações muito boas..",0.5
"Produto testado e aprovado,  qualidade, praticidade, usabilidade,  e preço justo.",0.49230769230769234
